video_id,thumbnail_url,labels,faces,texts,adult,medical,racy,spoof,violence
_9X7fqckvhA,https://i.ytimg.com/vi/_9X7fqckvhA/maxresdefault.jpg,"['Advertising', 'Baseball cap', 'Beard', 'Cap', 'Event', 'Facial hair', 'Font', 'Fun', 'Hairstyle', 'Leisure', 'Logo', 'People', 'Recreation', 'T-shirt', 'Team']","['other', 'angry']","['ALEMÁN', 'GRINGO', 'GRINGO\nALEMÁN\nMENTIRA!\n', 'MENTIRA!']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
oXknpJKdBF8,https://i.ytimg.com/vi/oXknpJKdBF8/maxresdefault.jpg,"['Advertising', 'Blond', 'Close-up', 'Conversation', 'Eyelash', 'Font', 'Friendship', 'Fun', 'Gesture', 'Grass', 'Green', 'Happy', 'Mouth', 'People in nature', 'Photo caption', 'Plant', 'Publication', 'Romance', 'Sharing', 'Yellow']","['happy', 'other']","['CQué', 'ERegresoa', 'MÉXICO?', 'NOTICIAS', 'NUEVAS', 'NUEVAS NOTICIAS\nCQué pasa con WeroWeroTV?\nERegresoa MÉXICO?\n', 'WeroWeroTV?', 'con', 'pasa']",UNLIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY,UNLIKELY
VpljQPGQHjw,https://i.ytimg.com/vi/VpljQPGQHjw/maxresdefault.jpg,"['Advertising', 'Beard', 'Chin', 'Ear', 'Event', 'Eyebrow', 'Eyelash', 'Facial hair', 'Font', 'Forehead', 'Fun', 'Gesture', 'Jaw', 'Logo', 'Moustache', 'Mouth', 'Nose', 'T-shirt', 'Throat']","['other', 'other']","['CADIÓS:', 'CADIÓS:\n२\n', '२']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
VEfX0mxf-ys,https://i.ytimg.com/vi/VEfX0mxf-ys/maxresdefault.jpg,"['Advertising', 'Art', 'Beard', 'Chin', 'Event', 'Eyebrow', 'Eyelash', 'Facial expression', 'Facial hair', 'Font', 'Forehead', 'Friendship', 'Fun', 'Gesture', 'Hair', 'Hair coloring', 'Hairstyle', 'Happy', 'Hat', 'Human', 'Interaction', 'Jaw', 'Leisure', 'Logo', 'Moustache', 'Mouth', 'Movie', 'Nose', 'People', 'Photo caption', 'Plant', 'Product', 'Recreation', 'Smile', 'Team', 'Tree']","['other', 'other', 'other']","['2020', 'Alemán', 'Coreano', 'EL', 'GRITO', 'Mensaje', 'Suizo', 'Suizo\nAlemán\nCoreano\nMensaje por\nEL GRITO 2020\n', 'por']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
q3ILajH0jbM,https://i.ytimg.com/vi/q3ILajH0jbM/maxresdefault.jpg,"['Advertising', 'Beard', 'Chin', 'Event', 'Eyebrow', 'Eyelash', 'Font', 'Fun', 'Games', 'Gesture', 'Grass', 'Green', 'Hairstyle', 'Happy', 'Jaw', 'Logo', 'Moustache', 'Mouth', 'Nose', 'Photo caption', 'Plant', 'Screenshot', 'Smile', 'Tree']","['happy', 'other']","['ALEMÁN', 'MEXICANA', 'NOVIA', 'NOVIO', 'NOVIO ALEMÁN\nNOVIA MEXICANA\n']",UNLIKELY,UNLIKELY,LIKELY,POSSIBLE,UNLIKELY
x7ZtHtO0PKA,https://i.ytimg.com/vi/x7ZtHtO0PKA/maxresdefault.jpg,"['Adaptation', 'Advertising', 'Art', 'Beard', 'Chin', 'Collage', 'Earrings', 'Event', 'Eyelash', 'Facial expression', 'Facial hair', 'Font', 'Fun', 'Hairstyle', 'Happy', 'Head', 'Human', 'Jewellery', 'Moustache', 'Nose', 'Photo caption', 'Plant', 'Smile', 'T-shirt', 'Yellow']","['happy', 'other', 'suprised']","['ANTES', 'DESPUES', 'MO', 'MO\nNE PS\nANTES\nDESPUES\n', 'NE', 'PS']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
4vpV_LVx8aI,https://i.ytimg.com/vi/4vpV_LVx8aI/maxresdefault.jpg,"['Beard', 'Chair', 'Chin', 'Drink', 'Ear', 'Eyewear', 'Facial hair', 'Forehead', 'Fun', 'Games', 'Jaw', 'Leisure', 'Logo', 'Moustache', 'Mouth', 'Muscle', 'Neck', 'Orange', 'Recreation', 'T-shirt', 'Table', 'Vacation', 'Youth']",['other'],"['EFECTOS', 'EFECTOS\nINESPERADOS\n', 'INESPERADOS']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
byuOvFryUVw,https://i.ytimg.com/vi/byuOvFryUVw/maxresdefault.jpg,"['Advertising', 'Blue', 'Electric blue', 'Event', 'Facial expression', 'Font', 'Fun', 'Gesture', 'Hairstyle', 'Happy', 'Human', 'Leisure', 'Logo', 'Microphone', 'Photo caption', 'Public event', 'Recreation', 'Sharing', 'Smile', 'Team', 'Television program', 'Youth']","['angry', 'happy']","['?!', 'EL', 'EL ESPAÑOL\nNO TIENE SENTIDO ?!\n', 'ESPAÑOL', 'NO', 'SENTIDO', 'TIENE']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
W_FwZq0gKD4,https://i.ytimg.com/vi/W_FwZq0gKD4/maxresdefault.jpg,"['Blond', 'Child', 'Electric blue', 'Eye', 'Eyelash', 'Finger', 'Font', 'Fun', 'Gesture', 'Green', 'Happy', 'Human', 'Junk food', 'Leisure', 'Logo', 'Mouth', 'Muscle', 'Nose', 'Organ', 'Photo caption', 'Play', 'Recreation', 'T-shirt', 'Thumb']","['other', 'other']","['ES', 'IGUAL', 'NADA', 'NOTICIA.', 'UNA', 'Y', 'Y NADA\nES IGUAL\nUNA\nNOTICIA.\n']",UNLIKELY,UNLIKELY,VERY_LIKELY,VERY_UNLIKELY,UNLIKELY
JKfO-LOxu1U,https://i.ytimg.com/vi/JKfO-LOxu1U/maxresdefault.jpg,"['Beauty', 'Chin', 'Event', 'Eyebrow', 'Facial expression', 'Fun', 'Gesture', 'Hairstyle', 'Happy', 'Leisure', 'Logo', 'Organ', 'People', 'Smile', 'Travel', 'Wrinkle']","['happy', 'happy']","['ALEMÁN', 'ALEMÁN\nMEXICANA\nCSOLO ÉRAMOS\nLIGUE DE UNA NOCHE?\n', 'CSOLO', 'DE', 'LIGUE', 'MEXICANA', 'NOCHE?', 'UNA', 'ÉRAMOS']",UNLIKELY,UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
rRtT2maIaRo,https://i.ytimg.com/vi/rRtT2maIaRo/maxresdefault.jpg,"['Beard', 'Competition event', 'Electric blue', 'Event', 'Fun', 'Gesture', 'Happy', 'Jersey', 'Leisure', 'Pattern', 'Plant', 'Player', 'Recreation', 'Sports uniform', 'Sportswear', 'T-shirt', 'Team', 'Tree']","['other', 'other']","['Ar', 'Ar\nSCHÜCO\nFenster und Türen\n', 'Fenster', 'SCHÜCO', 'Türen', 'und']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
VoVeuz2E8nk,https://i.ytimg.com/vi/VoVeuz2E8nk/maxresdefault.jpg,"['Advertising', 'Beard', 'Electric blue', 'Facial hair', 'Flash photography', 'Font', 'Forehead', 'Fun', 'Gesture', 'Happy', 'Jaw', 'Photo caption', 'Smile']",['happy'],"['CANCELARON.', 'ME', 'ME CANCELARON.\n']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
zHGqDdBTzE4,https://i.ytimg.com/vi/zHGqDdBTzE4/maxresdefault.jpg,"['Beard', 'Chin', 'Ear', 'Eyebrow', 'Eyelash', 'Facial hair', 'Font', 'Forehead', 'Gesture', 'Happy', 'Jaw', 'Moustache', 'Mouth', 'Muscle', 'Nose', 'Photo caption', 'Thumb']",['sad'],"['CAMBIOS.', 'HABRÁ', 'HABRÁ CAMBIOS.\n']",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
cmxnTnFnIwM,https://i.ytimg.com/vi/cmxnTnFnIwM/maxresdefault.jpg,"['Advertising', 'Beard', 'Cloud', 'Facial expression', 'Facial hair', 'Font', 'Fun', 'Gesture', 'Grass', 'Green', 'Hair', 'Happy', 'Leisure', 'Logo', 'Moustache', 'People in nature', 'Photo caption', 'Sky', 'Summer', 'Sunglasses', 'T-shirt', 'Travel']","['other', 'other']","['CPOR', 'CPOR FIN REGRESAMOS?\nCWEROWEROTV?\n', 'CWEROWEROTV?', 'FIN', 'REGRESAMOS?']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
61-7JZgvbiw,https://i.ytimg.com/vi/61-7JZgvbiw/maxresdefault.jpg,"['Advertising', 'City', 'Customer', 'Event', 'Facial expression', 'Font', 'Fruit', 'Fun', 'Green', 'Grocery store', 'Happy', 'Junk food', 'Local food', 'Logo', 'Natural foods', 'Plant', 'Produce', 'Retail', 'Seedless fruit', 'Smile', 'Snack', 'Superfood', 'Traffic sign', 'Whole food']","['happy', 'other', 'other']","['80', 'ABASTOS', 'CENTRAL', 'CENTRAL DE\nABASTOS\n80\nPOR PRIMERA VEZ\n', 'DE', 'POR', 'PRIMERA', 'VEZ']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
sodYZPhPQu8,https://i.ytimg.com/vi/sodYZPhPQu8/maxresdefault.jpg,"['Beard', 'Event', 'Facial hair', 'Font', 'Fun', 'Games', 'Hair', 'Hairstyle', 'Happy', 'Head', 'Leisure', 'Moustache', 'Mouth', 'Organ', 'Screenshot', 'Smile', 'T-shirt', 'Team']","['other', 'other', 'suprised']","['A', 'Alemán', 'Alemán\nmexicanizado\nSuizo-Italiano\nCoreano\nEXTRANJEROS REACCIONAN A\nDÍA DE MUERTOS\n', 'Coreano', 'DE', 'DÍA', 'EXTRANJEROS', 'MUERTOS', 'REACCIONAN', 'Suizo-Italiano', 'mexicanizado']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
PptRz8VeFKY,https://i.ytimg.com/vi/PptRz8VeFKY/maxresdefault.jpg,"['Adaptation', 'Advertising', 'Community', 'Event', 'Facial expression', 'Font', 'Fun', 'Gesture', 'Happy', 'Junk food', 'Leisure', 'Movie', 'People', 'Photo caption', 'Poster', 'Product', 'Publication', 'Recreation', 'Smile', 'Summer']",['happy'],"['DEJÉ', 'DEJÉ MI PAÍS.\nGPOR QUÉ MÉXICO?\n', 'GPOR', 'MI', 'MÉXICO?', 'PAÍS.', 'QUÉ']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
1N--NVpu38E,https://i.ytimg.com/vi/1N--NVpu38E/maxresdefault.jpg,"['Advertising', 'Banknote', 'Cash', 'Currency', 'Event', 'Fan', 'Font', 'Fun', 'Green', 'Happy', 'Jewellery', 'Leisure', 'Money', 'Money handling', 'Paper product', 'Public event', 'Recreation', 'Selfie', 'Smile', 'Yellow']","['happy', 'happy']","['$', '$10,000', '$70453', '17716503', '1HA', '2$', '50500', 'Banco', 'I', 'MI', 'MI NOVIA\n$ $\n2$\n50500\nQuinientos Pesos\nQ Quir\nQuinien\n$10,000\n1HA\nBanco de\n17716503\nI $70453\n', 'NOVIA', 'Pesos', 'Q', 'Quinien', 'Quinientos', 'Quir', 'de']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
Eu_3weVt1Gg,https://i.ytimg.com/vi/Eu_3weVt1Gg/maxresdefault.jpg,"['Advertising', 'Automotive tire', 'Event', 'Font', 'Fun', 'Happy', 'Hat', 'Leisure', 'Logo', 'Magazine', 'Motor vehicle', 'Movie', 'Photo caption', 'Publication', 'Recreation', 'Smile', 'T-shirt', 'Tire', 'Wheel', 'Youth']","['angry', 'happy', 'other']","['AMOR', 'CSIGNIFICA', 'CSIGNIFICA AMOR\nPOR MÉXICO?\nMI PRIMER\nTATUAJE.\n', 'MI', 'MÉXICO?', 'POR', 'PRIMER', 'TATUAJE.']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
zh9oUHhsyEY,https://i.ytimg.com/vi/zh9oUHhsyEY/maxresdefault.jpg,"['Advertising', 'Beard', 'Community', 'Cool', 'Costume hat', 'Cowboy hat', 'Event', 'Fashion accessory', 'Fedora', 'Font', 'Fun', 'Gesture', 'Happy', 'Hat', 'Jaw', 'Landscape', 'Mouth', 'Photo caption', 'Public event', 'Smile', 'Sombrero', 'Sun hat']","['suprised', 'other']","['ME', 'PULQUE', 'PULQUE\n¡ASÍ ME\nTRATARON!\nwww.\n', 'TRATARON!', 'www.', '¡ASÍ']",UNLIKELY,UNLIKELY,LIKELY,LIKELY,UNLIKELY
oEUoe5QOZwY,https://i.ytimg.com/vi/oEUoe5QOZwY/maxresdefault.jpg,"['Adaptation', 'Advertising', 'Community', 'Cool', 'Event', 'Eyewear', 'Font', 'Fun', 'Gesture', 'Happy', 'Human', 'Leisure', 'Logo', 'Mouth', 'Nose', 'Organ', 'People', 'Photo caption', 'Recreation', 'Snapshot', 'Street', 'Thumb', 'Tourism', 'Travel', 'Wrinkle', 'Youth']","['other', 'other', 'suprised']","['ARMOUR', 'BARRIO', 'BRAVO', 'Lo', 'Lo que me pasó en el\nBARRIO BRAVO\nUNDER\nARMOUR\n', 'UNDER', 'el', 'en', 'me', 'pasó', 'que']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
dwePQD8TaN4,https://i.ytimg.com/vi/dwePQD8TaN4/maxresdefault.jpg,"['Bathing', 'Beauty', 'Blond', 'Chest', 'Event', 'Face', 'Fashion accessory', 'Flash photography', 'Font', 'Fountain', 'Freezing', 'Fun', 'Fur', 'Gesture', 'Grass', 'Hair', 'Happy', 'Jacuzzi', 'Jewellery', 'Leisure', 'Nonbuilding structure', 'Photo caption', 'Photograph', 'Recreation', 'Skin', 'Tree', 'Water', 'Winter']",['suprised'],"['0°C', 'AGUA', 'AGUA HELADA\n0°C\n', 'HELADA']",UNLIKELY,UNLIKELY,POSSIBLE,VERY_LIKELY,UNLIKELY
Rkq7MGvRWnA,https://i.ytimg.com/vi/Rkq7MGvRWnA/maxresdefault.jpg,"['City', 'Fun', 'Gesture', 'Happy', 'Horizon', 'Landscape', 'Leisure', 'Natural landscape', 'Recreation', 'Sky', 'Stock photography', 'Summer', 'Tourism', 'Tower', 'Travel', 'Vacation', 'World']",['other'],"['COMO', 'DICEN?', 'ENOES', 'ENOES\nCOMO DICEN?\n']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
9IW04Fupexg,https://i.ytimg.com/vi/9IW04Fupexg/maxresdefault.jpg,"['Advertising', 'Baseball cap', 'Beard', 'Cap', 'Drink', 'Event', 'Fun', 'Gesture', 'Grass', 'Happy', 'Hat', 'Jewellery', 'Leisure', 'Logo', 'Necklace', 'Public event', 'Recreation', 'Smile', 'Sun hat', 'T-shirt', 'Team', 'Tourism', 'Travel', 'Vacation', 'Vest', 'Yellow']","['other', 'happy', 'other']","['Alemania', 'Mexicana', 'Mexicana\nde Alemania\nMexicana\nde México\n', 'México', 'de']",UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
ZNuX_JpBE6s,https://i.ytimg.com/vi/ZNuX_JpBE6s/maxresdefault.jpg,"['Advertising', 'Art', 'Beard', 'Chin', 'Entertainment', 'Event', 'Eyebrow', 'Eyelash', 'Facial expression', 'Facial hair', 'Font', 'Forehead', 'Fun', 'Hair', 'Hairstyle', 'Happy', 'Head', 'Jaw', 'Jewellery', 'Moustache', 'Mouth', 'Nose', 'Organ', 'Photo caption', 'Sharing', 'Smile']","['other', 'other']","['#01', 'VAGABOOM', 'VogCast', 'VogCast #01\nVAGABOOM\n']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
EUYnVzbOphA,https://i.ytimg.com/vi/EUYnVzbOphA/maxresdefault.jpg,"['Beard', 'Blond', 'Buzz cut', 'Cheek', 'Chin', 'Elbow', 'Event', 'Eyebrow', 'Eyelash', 'Eyewear', 'Facial hair', 'Flesh', 'Forehead', 'Fun', 'Gesture', 'Hair', 'Hair care', 'Hand', 'Human leg', 'Jaw', 'Long hair', 'Makeover', 'Moustache', 'Mouth', 'Neck', 'Vision care', 'Wrist']",['suprised'],[],POSSIBLE,UNLIKELY,POSSIBLE,POSSIBLE,UNLIKELY
jFDrzKDdDVU,https://i.ytimg.com/vi/jFDrzKDdDVU/maxresdefault.jpg,"['Blond', 'Cheek', 'Darkness', 'Ear', 'Entertainment', 'Event', 'Eyelash', 'Flash photography', 'Forehead', 'Fun', 'Gesture', 'Jaw', 'Jewellery', 'Lip', 'Midnight', 'Mouth', 'Neck', 'Nose', 'Room']",['other'],[],UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY,UNLIKELY
PqIHRK44upo,https://i.ytimg.com/vi/PqIHRK44upo/maxresdefault.jpg,"['Advertising', 'Cuisine', 'Dish', 'Fashion accessory', 'Font', 'Fun', 'Happy', 'Human', 'Junk food', 'Landscape', 'Leisure', 'Muscle', 'Natural foods', 'Natural landscape', 'People', 'Photo caption', 'Sky', 'Travel', 'Water']","['suprised', 'other']","['01', 'DE', 'Ep.', 'Ep. 01\nLOS MEJORES\nMARISCOS DE MÉXICO\n', 'LOS', 'MARISCOS', 'MEJORES', 'MÉXICO']",UNLIKELY,UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
inMm7kL0cHY,https://i.ytimg.com/vi/inMm7kL0cHY/maxresdefault.jpg,"['Advertising', 'Event', 'Font', 'Friendship', 'Fun', 'Gesture', 'Happy', 'Head', 'Leisure', 'Movie', 'Photo caption', 'Sharing', 'T-shirt', 'Yellow', 'Youth']","['other', 'other', 'other']","['A', 'COREANO', 'EL', 'EL COREANO RETA A MI NOVIA\n', 'MI', 'NOVIA', 'RETA']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY
OPzLLqFuKzw,https://i.ytimg.com/vi/OPzLLqFuKzw/maxresdefault.jpg,"['Baseball cap', 'Beard', 'Cap', 'Convenience food', 'Cuisine', 'Dish', 'Event', 'Facial hair', 'Fast food', 'Finger food', 'Food', 'Food craving', 'Fried food', 'Fun', 'Hat', 'Ingredient', 'Junk food', 'Moustache', 'Natural foods', 'People', 'Recipe', 'Sharing', 'Yellow']","['suprised', 'happy', 'other']","['ENOS', 'GEXOTICO!', 'GEXOTICO!\nENOS\nGUSTÓ?\n', 'GUSTÓ?']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
_yKcXziF7FQ,https://i.ytimg.com/vi/_yKcXziF7FQ/maxresdefault.jpg,"['Art', 'Beard', 'Cap', 'Costume hat', 'Cowboy hat', 'Event', 'Eyewear', 'Facial expression', 'Fashion accessory', 'Fedora', 'Fun', 'Gesture', 'Happy', 'Hat', 'Headgear', 'Landscape', 'Leisure', 'Moustache', 'People in nature', 'Sky', 'Summer', 'Sun hat', 'Sunglasses', 'Travel', 'Yellow']","['other', 'other']","[""Levi's"", ""Levi's\n""]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
